event_id,timestamp_utc,timestamp_lst,event_type,confidence,uncertainty_classification,modalities,spatial_coords,uncertainty,thumbnail
EVENT_000010,2023-01-01T10:00:00,2023-01-01T10:00:00,NORMAL,0.0893649086356163,0.8212701678276062,"{'thermal': False, 'seismic': False}","{'lat': -89.49944700364496, 'lon': 0.054377879054908186, 'altitude_m': -2015.36956789106, 'enu': {'east': 52.6728846007822, 'north': 61.382595410155886, 'up': -15.369567891059923}}","{'position_m': 9.591183224577588, 'time_s': 6.1311694476933205, 'classification': 0.4106350839138031}",thumbnail_000010.png
EVENT_000011,2023-01-01T11:00:00,2023-01-01T11:00:00,NORMAL,0.08633754402399063,0.8273249268531799,"{'thermal': True, 'seismic': False}","{'lat': -89.49919072841155, 'lon': -0.0933140356607462, 'altitude_m': -1961.3319612701953, 'enu': {'east': -90.38821516059326, 'north': 89.8291463182772, 'up': 38.66803872980475}}","{'position_m': 23.769016834040958, 'time_s': 195.28233111018625, 'classification': 0.41366246342658997}",thumbnail_000011.png
EVENT_000012,2023-01-01T12:00:00,2023-01-01T12:00:00,NORMAL,0.19473056495189667,0.6105388402938843,"{'thermal': True, 'seismic': False}","{'lat': -89.49999812633529, 'lon': 0.08949328413428888, 'altitude_m': -1996.0622551599938, 'enu': {'east': 86.6872616158966, 'north': 0.20797678305184775, 'up': 3.9377448400062534}}","{'position_m': 13.783787543743983, 'time_s': 5.57605754682504, 'classification': 0.30526942014694214}",thumbnail_000012.png
EVENT_000013,2023-01-01T13:00:00,2023-01-01T13:00:00,NORMAL,0.061330147087574005,0.8773397207260132,"{'thermal': False, 'seismic': False}","{'lat': -89.49919954667185, 'lon': 0.09165202995522115, 'altitude_m': -1963.2801066444997, 'enu': {'east': 88.77832091215143, 'north': 88.85031942503346, 'up': 36.719893355500375}}","{'position_m': 34.51422470050891, 'time_s': 185.13949815258422, 'classification': 0.4386698603630066}",thumbnail_000013.png
EVENT_000014,2023-01-01T14:00:00,2023-01-01T14:00:00,NORMAL,0.061333347111940384,0.8773332834243774,"{'thermal': True, 'seismic': False}","{'lat': -89.49986780713212, 'lon': 0.036580638282784614, 'altitude_m': -2037.149964676609, 'enu': {'east': 35.43366847659635, 'north': 14.673408334386664, 'up': -37.14996467660898}}","{'position_m': 32.18377627485455, 'time_s': 240.4838391100375, 'classification': 0.4386666417121887}",thumbnail_000014.png
EVENT_000015,2023-01-01T15:00:00,2023-01-01T15:00:00,NORMAL,0.19506153464317322,0.6098769307136536,"{'thermal': True, 'seismic': False}","{'lat': -89.49942265433555, 'lon': 0.02600325461915812, 'altitude_m': -1984.8515228142212, 'enu': {'east': 25.187934020314557, 'north': 64.08536875425361, 'up': 15.148477185778802}}","{'position_m': 40.749004660064145, 'time_s': 246.37120324744265, 'classification': 0.3049384653568268}",thumbnail_000015.png
EVENT_000016,2023-01-01T16:00:00,2023-01-01T16:00:00,NORMAL,0.4040863513946533,0.19182729721069336,"{'thermal': True, 'seismic': False}","{'lat': -89.50022115480499, 'lon': -0.05892989703177349, 'altitude_m': -2046.1036867689766, 'enu': {'east': -57.082176058325174, 'north': -24.548183354404827, 'up': -46.10368676897664}}","{'position_m': 11.127533633960525, 'time_s': 82.914377069019, 'classification': 0.09591364860534668}",thumbnail_000016.png
EVENT_000017,2023-01-01T17:00:00,2023-01-01T17:00:00,ANOMALY,0.9726939797401428,0.9453879594802856,"{'thermal': False, 'seismic': False}","{'lat': -89.50020649257483, 'lon': 0.03215265955918356, 'altitude_m': -1981.838633102721, 'enu': {'east': 31.14452707614842, 'north': -22.92067580688699, 'up': 18.16136689727898}}","{'position_m': 31.29444033255675, 'time_s': 101.62971025172922, 'classification': 0.4726939797401428}",thumbnail_000017.png
EVENT_000018,2023-01-01T18:00:00,2023-01-01T18:00:00,ANOMALY,0.967227578163147,0.934455156326294,"{'thermal': False, 'seismic': False}","{'lat': -89.49965244980416, 'lon': -0.0008181622586870953, 'altitude_m': -2015.1663395546802, 'enu': {'east': -0.7925091413187602, 'north': 38.57807173838788, 'up': -15.166339554680263}}","{'position_m': 17.69060390374776, 'time_s': 78.94766394253503, 'classification': 0.467227578163147}",thumbnail_000018.png
EVENT_000019,2023-01-01T19:00:00,2023-01-01T19:00:00,ANOMALY,0.9646172523498535,0.929234504699707,"{'thermal': False, 'seismic': False}","{'lat': -89.49915751251979, 'lon': -0.01694200269137822, 'altitude_m': -1995.2028116751912, 'enu': {'east': -16.410793656884252, 'north': 93.5161103040495, 'up': 4.7971883248087295}}","{'position_m': 46.89575944092966, 'time_s': 12.71671167601823, 'classification': 0.4646172523498535}",thumbnail_000019.png
EVENT_000020,2023-01-01T20:00:00,2023-01-01T20:00:00,NORMAL,0.1385561227798462,0.7228877544403076,"{'thermal': True, 'seismic': False}","{'lat': -89.49958261665712, 'lon': 0.015676443019861076, 'altitude_m': -2037.2310270577534, 'enu': {'east': 15.184915051616926, 'north': 46.329551059928036, 'up': -37.23102705775344}}","{'position_m': 21.75007617309781, 'time_s': 170.98756484123754, 'classification': 0.3614438772201538}",thumbnail_000020.png
EVENT_000021,2023-01-01T21:00:00,2023-01-01T21:00:00,ANOMALY,0.8447679281234741,0.6895358562469482,"{'thermal': True, 'seismic': False}","{'lat': -89.49988852848263, 'lon': 0.07579999697074516, 'altitude_m': -2026.140314020966, 'enu': {'east': 73.42332144194441, 'north': 12.373338428754721, 'up': -26.14031402096598}}","{'position_m': 13.250806011589129, 'time_s': 174.58265969082905, 'classification': 0.3447679281234741}",thumbnail_000021.png
EVENT_000022,2023-01-01T22:00:00,2023-01-01T22:00:00,ANOMALY,0.8946008682250977,0.7892017364501953,"{'thermal': True, 'seismic': False}","{'lat': -89.50022030831319, 'lon': -0.05404740201113818, 'altitude_m': -1996.5672526469436, 'enu': {'east': -52.35276951920411, 'north': -24.454222764741033, 'up': 3.4327473530563424}}","{'position_m': 34.31239421511204, 'time_s': 222.23271937376498, 'classification': 0.39460086822509766}",thumbnail_000022.png
EVENT_000023,2023-01-01T23:00:00,2023-01-01T23:00:00,ANOMALY,0.8705884218215942,0.7411768436431885,"{'thermal': True, 'seismic': False}","{'lat': -89.50072074795106, 'lon': -0.04178305437001596, 'altitude_m': -2044.651470325263, 'enu': {'east': -40.47296509813783, 'north': -80.00302256762733, 'up': -44.65147032526311}}","{'position_m': 25.331498343470805, 'time_s': 117.49580777954183, 'classification': 0.37058842182159424}",thumbnail_000023.png
EVENT_000024,2023-01-02T00:00:00,2023-01-02T00:00:00,ANOMALY,0.8909725546836853,0.7819451093673706,"{'thermal': True, 'seismic': False}","{'lat': -89.49917693534212, 'lon': -0.029958290928292736, 'altitude_m': -1982.3230095575698, 'enu': {'east': -29.018961907455875, 'north': 91.36017702529128, 'up': 17.676990442430323}}","{'position_m': 47.96853334727672, 'time_s': 254.29580008458134, 'classification': 0.3909725546836853}",thumbnail_000024.png
EVENT_000025,2023-01-02T01:00:00,2023-01-02T01:00:00,NORMAL,0.2450408786535263,0.509918212890625,"{'thermal': True, 'seismic': False}","{'lat': -89.50073566820313, 'lon': -0.08604089204555362, 'altitude_m': -1989.755907409888, 'enu': {'east': -83.34311776094808, 'north': -81.65917054830379, 'up': 10.244092590111897}}","{'position_m': 24.64352653248948, 'time_s': 148.41467167376967, 'classification': 0.2549591064453125}",thumbnail_000025.png
EVENT_000026,2023-01-02T02:00:00,2023-01-02T02:00:00,ANOMALY,0.5525858402252197,0.10517168045043945,"{'thermal': True, 'seismic': False}","{'lat': -89.49949316026942, 'lon': 0.09212752660757177, 'altitude_m': -2038.6535397982552, 'enu': {'east': 89.23890857633805, 'north': 56.2592100942405, 'up': -38.653539798255196}}","{'position_m': 28.131449564944237, 'time_s': 64.60564061224446, 'classification': 0.05258584022521973}",thumbnail_000026.png
EVENT_000027,2023-01-02T03:00:00,2023-01-02T03:00:00,ANOMALY,0.9754559397697449,0.9509118795394897,"{'thermal': False, 'seismic': False}","{'lat': -89.50080023215374, 'lon': 0.10239685676252167, 'altitude_m': -1976.2964443208991, 'enu': {'east': 99.18624840606583, 'north': -88.82576906453, 'up': 23.703555679100887}}","{'position_m': 46.615526178677335, 'time_s': 292.30021435178867, 'classification': 0.4754559397697449}",thumbnail_000027.png
EVENT_000028,2023-01-02T04:00:00,2023-01-02T04:00:00,NORMAL,0.1654030829668045,0.6691938638687134,"{'thermal': False, 'seismic': False}","{'lat': -89.49966120718888, 'lon': 0.09676439375372531, 'altitude_m': -1966.3036125762626, 'enu': {'east': 93.73038879482698, 'north': 37.606002035007805, 'up': 33.69638742373738}}","{'position_m': 27.74987273808446, 'time_s': 212.04361367972967, 'classification': 0.3345969319343567}",thumbnail_000028.png
EVENT_000029,2023-01-02T05:00:00,2023-01-02T05:00:00,ANOMALY,0.9593122601509094,0.9186245203018188,"{'thermal': False, 'seismic': False}","{'lat': -89.50049986231068, 'lon': -0.015260181254490916, 'altitude_m': -2010.3348398045748, 'enu': {'east': -14.781704990611772, 'north': -55.484716485793896, 'up': -10.334839804574813}}","{'position_m': 43.47656656023123, 'time_s': 251.70574836543153, 'classification': 0.4593122601509094}",thumbnail_000029.png
EVENT_000030,2023-01-02T06:00:00,2023-01-02T06:00:00,ANOMALY,0.7339311242103577,0.46786224842071533,"{'thermal': True, 'seismic': False}","{'lat': -89.50048067013978, 'lon': 0.0027515059974880626, 'altitude_m': -1991.8694582773219, 'enu': {'east': 2.6652337384785767, 'north': -53.354385515094435, 'up': 8.130541722678231}}","{'position_m': 44.70294853006205, 'time_s': 44.83484168591562, 'classification': 0.23393112421035767}",thumbnail_000030.png
EVENT_000031,2023-01-02T07:00:00,2023-01-02T07:00:00,NORMAL,0.41898807883262634,0.16202384233474731,"{'thermal': True, 'seismic': False}","{'lat': -89.49926541674532, 'lon': -0.054367634504337986, 'altitude_m': -1990.8111261178715, 'enu': {'east': -52.66296126358425, 'north': 81.53874126970925, 'up': 9.188873882128433}}","{'position_m': 43.29378757746119, 'time_s': 264.22763062288664, 'classification': 0.08101192116737366}",thumbnail_000031.png
EVENT_000032,2023-01-02T08:00:00,2023-01-02T08:00:00,ANOMALY,0.7444095611572266,0.4888191223144531,"{'thermal': False, 'seismic': False}","{'lat': -89.50021984217996, 'lon': -0.0037852884601072704, 'altitude_m': -1979.491563570334, 'enu': {'east': -3.6666024071769385, 'north': -24.402481975549108, 'up': 20.50843642966599}}","{'position_m': 18.160694088315363, 'time_s': 212.74617747937674, 'classification': 0.24440956115722656}",thumbnail_000032.png
EVENT_000033,2023-01-02T09:00:00,2023-01-02T09:00:00,NORMAL,0.3969794511795044,0.2060410976409912,"{'thermal': True, 'seismic': False}","{'lat': -89.50044381590293, 'lon': -0.01353398318586168, 'altitude_m': -2009.4797913218583, 'enu': {'east': -13.10963110234573, 'north': -49.263565225372254, 'up': -9.479791321858286}}","{'position_m': 13.18748356708411, 'time_s': 99.74550617671045, 'classification': 0.1030205488204956}",thumbnail_000033.png
EVENT_000034,2023-01-02T10:00:00,2023-01-02T10:00:00,NORMAL,0.15871037542819977,0.6825792789459229,"{'thermal': True, 'seismic': False}","{'lat': -89.49941839576239, 'lon': 0.05516876289025608, 'altitude_m': -1975.5788343056702, 'enu': {'east': 53.43897062171433, 'north': 64.55807037533862, 'up': 24.4211656943298}}","{'position_m': 29.00217823504552, 'time_s': 222.5511844122898, 'classification': 0.3412896394729614}",thumbnail_000034.png
EVENT_000035,2023-01-02T11:00:00,2023-01-02T11:00:00,ANOMALY,0.9736644625663757,0.9473289251327515,"{'thermal': False, 'seismic': False}","{'lat': -89.50004015334977, 'lon': -0.020601368256080207, 'altitude_m': -2041.7108678306645, 'enu': {'east': -19.955421425595034, 'north': -4.457021823954463, 'up': -41.710867830664576}}","{'position_m': 34.37093192774854, 'time_s': 72.01443491644851, 'classification': 0.47366446256637573}",thumbnail_000035.png
EVENT_000036,2023-01-02T12:00:00,2023-01-02T12:00:00,NORMAL,0.10198033601045609,0.796039342880249,"{'thermal': True, 'seismic': False}","{'lat': -89.49913891771395, 'lon': 0.062377674317464396, 'altitude_m': -1994.3994961357416, 'enu': {'east': 60.421849805346824, 'north': 95.58013375085417, 'up': 5.600503864258457}}","{'position_m': 26.890135943563248, 'time_s': 131.46441365036023, 'classification': 0.3980196714401245}",thumbnail_000036.png
EVENT_000037,2023-01-02T13:00:00,2023-01-02T13:00:00,NORMAL,0.329616904258728,0.34076619148254395,"{'thermal': True, 'seismic': False}","{'lat': -89.49924483654905, 'lon': 0.08767776371992823, 'altitude_m': -2024.7009832010758, 'enu': {'east': 84.9286660447192, 'north': 83.82314305573189, 'up': -24.70098320107589}}","{'position_m': 16.8116330256016, 'time_s': 13.976834206153656, 'classification': 0.17038309574127197}",thumbnail_000037.png
EVENT_000038,2023-01-02T14:00:00,2023-01-02T14:00:00,NORMAL,0.2725900113582611,0.4548199772834778,"{'thermal': False, 'seismic': False}","{'lat': -89.500510253862, 'lon': -0.06891780092014886, 'altitude_m': -2020.550605316057, 'enu': {'east': -66.75691361814941, 'north': -56.638178682701756, 'up': -20.550605316057013}}","{'position_m': 35.07514503222573, 'time_s': 23.554929579841012, 'classification': 0.2274099886417389}",thumbnail_000038.png
EVENT_000039,2023-01-02T15:00:00,2023-01-02T15:00:00,NORMAL,0.054231297224760056,0.8915374279022217,"{'thermal': False, 'seismic': False}","{'lat': -89.499572791521, 'lon': -0.023909299275199115, 'altitude_m': -1958.4745658330894, 'enu': {'east': -23.15963372415601, 'north': 47.420141168603834, 'up': 41.52543416691063}}","{'position_m': 49.79573737643916, 'time_s': 209.38059170328063, 'classification': 0.44576871395111084}",thumbnail_000039.png
EVENT_000040,2023-01-02T16:00:00,2023-01-02T16:00:00,NORMAL,0.06171279773116112,0.8765743970870972,"{'thermal': True, 'seismic': False}","{'lat': -89.50070854762895, 'lon': -0.021778495412537895, 'altitude_m': -2016.4339935203036, 'enu': {'east': -21.095640278374034, 'north': -78.64878681282312, 'up': -16.43399352030368}}","{'position_m': 47.97641796298446, 'time_s': 18.30130542955451, 'classification': 0.4382871985435486}",thumbnail_000040.png
EVENT_000041,2023-01-02T17:00:00,2023-01-02T17:00:00,NORMAL,0.045136187225580215,0.9097276329994202,"{'thermal': True, 'seismic': False}","{'lat': -89.50048757703476, 'lon': -0.02306966230559527, 'altitude_m': -2023.406207503576, 'enu': {'east': -22.34632320202556, 'north': -54.12105085901007, 'up': -23.406207503576105}}","{'position_m': 9.31431529088271, 'time_s': 194.40766013894842, 'classification': 0.4548638164997101}",thumbnail_000041.png
EVENT_000042,2023-01-02T18:00:00,2023-01-02T18:00:00,NORMAL,0.1005161851644516,0.7989675998687744,"{'thermal': True, 'seismic': False}","{'lat': -89.50084267396197, 'lon': -0.009654544630023902, 'altitude_m': -2022.0236492831054, 'enu': {'east': -9.351830634233792, 'north': -93.53680977806991, 'up': -22.023649283105428}}","{'position_m': 18.656909665058144, 'time_s': 78.72500899342454, 'classification': 0.3994837999343872}",thumbnail_000042.png
EVENT_000043,2023-01-02T19:00:00,2023-01-02T19:00:00,ANOMALY,0.6639417409896851,0.3278834819793701,"{'thermal': True, 'seismic': False}","{'lat': -89.5006609277023, 'lon': -0.047291268394206595, 'altitude_m': -2042.3799620400837, 'enu': {'east': -45.80847149697402, 'north': -73.36297495525005, 'up': -42.37996204008368}}","{'position_m': 21.149129322737124, 'time_s': 181.23178272496625, 'classification': 0.16394174098968506}",thumbnail_000043.png
EVENT_000044,2023-01-02T20:00:00,2023-01-02T20:00:00,ANOMALY,0.7074792385101318,0.41495847702026367,"{'thermal': True, 'seismic': False}","{'lat': -89.49924472693363, 'lon': 0.016757962780283207, 'altitude_m': -2041.7251579964693, 'enu': {'east': 16.23252423616526, 'north': 83.8353103671119, 'up': -41.725157996469385}}","{'position_m': 47.086059529633786, 'time_s': 125.57507826380528, 'classification': 0.20747923851013184}",thumbnail_000044.png
EVENT_000045,2023-01-02T21:00:00,2023-01-02T21:00:00,NORMAL,0.13273432850837708,0.7345313429832458,"{'thermal': True, 'seismic': False}","{'lat': -89.50015990069083, 'lon': -0.0692029766335237, 'altitude_m': -1972.2397716264775, 'enu': {'east': -67.03314777259982, 'north': -17.748976682926184, 'up': 27.76022837352255}}","{'position_m': 43.956412810363844, 'time_s': 165.92477389067693, 'classification': 0.3672656714916229}",thumbnail_000045.png
EVENT_000046,2023-01-02T22:00:00,2023-01-02T22:00:00,NORMAL,0.07826908677816391,0.843461811542511,"{'thermal': True, 'seismic': False}","{'lat': -89.49955030936941, 'lon': -0.025450185368425884, 'altitude_m': -2010.7010551021142, 'enu': {'east': -24.652206012411852, 'north': 49.91565999521441, 'up': -10.70105510211409}}","{'position_m': 24.53813401145138, 'time_s': 295.6005291489858, 'classification': 0.4217309057712555}",thumbnail_000046.png
EVENT_000047,2023-01-02T23:00:00,2023-01-02T23:00:00,NORMAL,0.09050515294075012,0.8189896941184998,"{'thermal': True, 'seismic': False}","{'lat': -89.50083455519345, 'lon': -0.09012341404632543, 'altitude_m': -2036.6147881199367, 'enu': {'east': -87.29763408199973, 'north': -92.63562647280172, 'up': -36.61478811993668}}","{'position_m': 41.62904681461921, 'time_s': 171.15535928055854, 'classification': 0.4094948470592499}",thumbnail_000047.png
EVENT_000048,2023-01-03T00:00:00,2023-01-03T00:00:00,ANOMALY,0.8963147401809692,0.7926294803619385,"{'thermal': True, 'seismic': False}","{'lat': -89.49993811481977, 'lon': 0.039584018917319434, 'altitude_m': -1975.0089250530027, 'enu': {'east': 38.3428794337824, 'north': 6.869255005892612, 'up': 24.991074946997188}}","{'position_m': 1.669926276522867, 'time_s': 23.532359045386233, 'classification': 0.39631474018096924}",thumbnail_000048.png
EVENT_000049,2023-01-03T01:00:00,2023-01-03T01:00:00,NORMAL,0.1517438292503357,0.6965123414993286,"{'thermal': True, 'seismic': False}","{'lat': -89.49953679062695, 'lon': 0.04668805213128621, 'altitude_m': -2012.2149450724214, 'enu': {'east': 45.22416881436962, 'north': 51.41624040849118, 'up': -12.214945072421358}}","{'position_m': 45.7451218606245, 'time_s': 175.95971016531612, 'classification': 0.3482561707496643}",thumbnail_000049.png
EVENT_000050,2023-01-03T02:00:00,2023-01-03T02:00:00,NORMAL,0.33963972330093384,0.3207205533981323,"{'thermal': True, 'seismic': False}","{'lat': -89.500405888654, 'lon': -0.05132064843173497, 'altitude_m': -2029.2772350991943, 'enu': {'east': -49.71151209764031, 'north': -45.05364059481825, 'up': -29.277235099194353}}","{'position_m': 12.81315678415196, 'time_s': 62.30855322345094, 'classification': 0.16036027669906616}",thumbnail_000050.png
EVENT_000051,2023-01-03T03:00:00,2023-01-03T03:00:00,NORMAL,0.20789526402950287,0.5842094421386719,"{'thermal': True, 'seismic': False}","{'lat': -89.50041680633869, 'lon': -0.09355405256629841, 'altitude_m': -2047.7815257969698, 'enu': {'east': -90.62070644175601, 'north': -46.26550359493853, 'up': -47.78152579696984}}","{'position_m': 44.03281270648042, 'time_s': 227.34274051949637, 'classification': 0.29210472106933594}",thumbnail_000051.png
EVENT_000052,2023-01-03T04:00:00,2023-01-03T04:00:00,NORMAL,0.06984994560480118,0.8603001236915588,"{'thermal': False, 'seismic': False}","{'lat': -89.50034634731573, 'lon': 0.06841956329308692, 'altitude_m': -1968.3614264786938, 'enu': {'east': 66.27429801250025, 'north': -38.44455204579012, 'up': 31.638573521306228}}","{'position_m': 25.410094145648753, 'time_s': 143.38699833991524, 'classification': 0.4301500618457794}",thumbnail_000052.png
EVENT_000053,2023-01-03T05:00:00,2023-01-03T05:00:00,NORMAL,0.26789361238479614,0.4642127752304077,"{'thermal': True, 'seismic': False}","{'lat': -89.49983791730246, 'lon': 0.06025276686862396, 'altitude_m': -2001.9954032981525, 'enu': {'east': 58.363567893926586, 'north': 17.991179427527214, 'up': -1.995403298152489}}","{'position_m': 48.43071450655133, 'time_s': 27.434058786328325, 'classification': 0.23210638761520386}",thumbnail_000053.png
EVENT_000054,2023-01-03T06:00:00,2023-01-03T06:00:00,NORMAL,0.12338705360889435,0.7532259225845337,"{'thermal': True, 'seismic': False}","{'lat': -89.49945036996843, 'lon': 0.02877448262767329, 'altitude_m': -1959.6848941323374, 'enu': {'east': 27.872271394848468, 'north': 61.008933503872385, 'up': 40.31510586766262}}","{'position_m': 21.60625315458868, 'time_s': 235.61581091934855, 'classification': 0.37661296129226685}",thumbnail_000054.png
EVENT_000055,2023-01-03T07:00:00,2023-01-03T07:00:00,NORMAL,0.05991019308567047,0.8801796436309814,"{'thermal': False, 'seismic': False}","{'lat': -89.49975379401509, 'lon': 0.022317319638903797, 'altitude_m': -1994.5184391457774, 'enu': {'east': 21.61756990837705, 'north': 27.328864324456518, 'up': 5.481560854222565}}","{'position_m': 31.24592189276731, 'time_s': 294.158354802621, 'classification': 0.4400898218154907}",thumbnail_000055.png
EVENT_000056,2023-01-03T08:00:00,2023-01-03T08:00:00,NORMAL,0.321643590927124,0.35671281814575195,"{'thermal': False, 'seismic': False}","{'lat': -89.5000884496443, 'lon': 0.009796423938869033, 'altitude_m': -1958.9528721596728, 'enu': {'east': 9.48926137982231, 'north': -9.817910516779122, 'up': 41.047127840327306}}","{'position_m': 5.459102461515184, 'time_s': 218.19271276241824, 'classification': 0.17835640907287598}",thumbnail_000056.png
EVENT_000057,2023-01-03T09:00:00,2023-01-03T09:00:00,NORMAL,0.49872153997421265,0.002556920051574707,"{'thermal': True, 'seismic': False}","{'lat': -89.4994658166204, 'lon': 0.04080788764736709, 'altitude_m': -2004.0653192053828, 'enu': {'east': 39.52837429869268, 'north': 59.29435513477546, 'up': -4.065319205382757}}","{'position_m': 15.600013125555574, 'time_s': 157.55708052848834, 'classification': 0.0012784600257873535}",thumbnail_000057.png
EVENT_000058,2023-01-03T10:00:00,2023-01-03T10:00:00,NORMAL,0.0791754275560379,0.8416491746902466,"{'thermal': True, 'seismic': False}","{'lat': -89.50081826798846, 'lon': -0.08956094853552593, 'altitude_m': -1987.9194315577909, 'enu': {'east': -86.75280442962682, 'north': -90.82774671907342, 'up': 12.080568442209128}}","{'position_m': 42.26247933591677, 'time_s': 230.90640465330384, 'classification': 0.4208245873451233}",thumbnail_000058.png
EVENT_000059,2023-01-03T11:00:00,2023-01-03T11:00:00,NORMAL,0.23988588154315948,0.5202282667160034,"{'thermal': True, 'seismic': False}","{'lat': -89.50028547169288, 'lon': 0.016445632458759376, 'altitude_m': -1996.273658328593, 'enu': {'east': 15.929986894347678, 'north': -31.687357908691, 'up': 3.726341671407006}}","{'position_m': 18.0232570030453, 'time_s': 63.53010653247574, 'classification': 0.2601141333580017}",thumbnail_000059.png
EVENT_000060,2023-01-03T12:00:00,2023-01-03T12:00:00,NORMAL,0.041304461658000946,0.9173910617828369,"{'thermal': True, 'seismic': False}","{'lat': -89.49964384220955, 'lon': -0.02058534669957942, 'altitude_m': -2031.99327276507, 'enu': {'east': -19.939902217943725, 'north': 39.53351473938636, 'up': -31.993272765070145}}","{'position_m': 23.54583879019503, 'time_s': 175.84506567879694, 'classification': 0.45869553089141846}",thumbnail_000060.png
